93300 AA @ 1.72
48000 CAT @ 2.32
18800 CSCO @ 3.43
45800 CAT @ 4.12
26100 CAT @ 4.14
53600 CMCSA @ 7
94000 C @ 2.7
49600 BA @ 9.12
53800 CSCO @ 6.01
15000 AA @ 2.84
76900 BA @ 6.56
95900 CAT @ 9.52
17200 BBBY @ 8.41
10800 C @ 5.95
64700 BAC @ 4.51
94600 AAPL @ 4.24
94600 BAC @ 8.03
17800 CMCSA @ 5.95
72300 CSCO @ 6.8
37200 BAC @ 8.9
95400 BAC @ 8.6
33600 BA @ 6.56
52600 BA @ 3.24
10600 BA @ 7.26
59400 AA @ 6.9
37500 CMCSA @ 5.96
23800 C @ 3.24
8000 CAT @ 1.18
77800 BAC @ 5.5
88500 CAT @ 1.63
21300 BBBY @ 7.63
94400 AA @ 7.84
82800 BBBY @ 6.16
28600 BBBY @ 1
88600 CAT @ 8.2
56600 AA @ 8.26
28300 BA @ 2.8
5200 CAT @ 6.8
9000 CAT @ 3.04
59900 CAT @ 3.32
96500 BA @ 1.24
5700 AAPL @ 3.97
88900 CMCSA @ 4.15
96100 AA @ 1.84
85000 CAT @ 4.12
60400 BAC @ 6.72
72400 CMCSA @ 8.55
66000 AA @ 5.2
29100 CMCSA @ 9.66
200 CSCO @ 2.8
67400 CMCSA @ 4.84
41700 CSCO @ 9.73
29100 BA @ 5.72
76200 AA @ 7.75
47200 CSCO @ 7.84
11000 BBBY @ 2.1
10400 CMCSA @ 3.46
38900 BBBY @ 6.67
12600 CSCO @ 6.9
27600 BAC @ 7.96
78400 BBBY @ 3.16
55500 BBBY @ 1
46400 AA @ 5.44
73100 AAPL @ 1.03
48600 CAT @ 5.6
13000 AA @ 4
93700 CSCO @ 1.42
39200 CMCSA @ 1.54
39400 CAT @ 2.2
79900 AA @ 2.23
65300 CMCSA @ 1.5
85500 CMCSA @ 3.5
12100 CSCO @ 4.92
22700 CAT @ 8.72
37200 AA @ 2.8
33400 AAPL @ 8.56
29800 BAC @ 5.2
50100 AAPL @ 7.24
25300 BBBY @ 7.92
57000 BAC @ 8.7
2600 CAT @ 8.27
13000 BA @ 9.7
6000 BAC @ 3
73900 AA @ 7.54
44700 BBBY @ 8.48
76200 CMCSA @ 7.9
70600 BAC @ 8.95
73800 BAC @ 9.05
6500 CMCSA @ 5.5
85000 AA @ 5
46000 CSCO @ 8.8
60700 C @ 1.45
35200 AA @ 7
83900 CSCO @ 7.51
34500 C @ 3.88
16300 C @ 9.75
80500 AA @ 3.09
59200 CAT @ 4.61
19100 C @ 6.04
66700 CMCSA @ 8.38
53500 CAT @ 7.93
43200 BAC @ 4.7
99200 CSCO @ 2.52
95400 AAPL @ 1.84
76300 AA @ 8.22
56100 C @ 1.24
83400 BBBY @ 8.83
98500 CSCO @ 2.8
41500 BAC @ 8.71
84800 C @ 8.56
83800 BBBY @ 2.92
65400 BA @ 8.41
77900 CAT @ 9.58
67100 AAPL @ 9.45
6500 AA @ 3.95
42500 AAPL @ 8.1
48400 CAT @ 5.77
23500 BAC @ 2
57400 CSCO @ 9.1
68900 BAC @ 7.5
84400 BA @ 6.49
54200 C @ 6.44
82500 CAT @ 3.34
91800 CAT @ 8.4
900 BBBY @ 7.45
36600 BA @ 3.34
72900 BBBY @ 1.12
42400 CAT @ 2.92
56600 BAC @ 7.12
85200 C @ 9.15
9900 C @ 9.97
60700 BBBY @ 7
22000 C @ 4.82
44900 CAT @ 4.96
77100 CMCSA @ 4.01
54100 C @ 5.5
59800 C @ 9.19
57900 CMCSA @ 6.7
24800 AA @ 4.86
2300 BA @ 3.63
79500 BBBY @ 1.04
6700 CMCSA @ 1.6
89400 CSCO @ 4.87
47300 BA @ 7.7
97000 BBBY @ 1.45
85000 C @ 2.76
80900 BA @ 8.2
14600 CMCSA @ 3.02
53200 CAT @ 5.8
95200 BBBY @ 7.38
92800 CMCSA @ 1.06
39700 CAT @ 1.87
83400 CAT @ 6.12
42600 C @ 3.76
72100 AA @ 6.46
61500 CSCO @ 1.48
86700 AAPL @ 4.86
2700 C @ 9.1
80400 CSCO @ 3.71
1900 C @ 9.61
58400 BBBY @ 2.62
76100 AAPL @ 3.66
86900 BA @ 2.33
34600 BAC @ 2.89
72600 C @ 6
58400 BAC @ 2.64
66700 CMCSA @ 8.65
60900 C @ 8.58
62300 C @ 9.84
9000 BAC @ 4.32
35900 CMCSA @ 8.65
54700 CAT @ 2.28
47700 C @ 4.75
31000 AA @ 8.56
93100 CAT @ 1.23
36200 CMCSA @ 9.3
38300 BA @ 8
53400 AA @ 1.84
98100 CSCO @ 1.31
11900 C @ 5.86
37200 CSCO @ 2.36
51000 C @ 4.14
53700 AAPL @ 6.4
63900 BAC @ 5.66
59200 BA @ 2.08
10100 C @ 4.18
55100 CMCSA @ 5.24
86100 CAT @ 4.21
3300 CSCO @ 5
33800 CSCO @ 1.12
63800 CSCO @ 3.88
83500 C @ 1.1
1300 BBBY @ 9.64
80900 CMCSA @ 1.18
71500 AAPL @ 5.5
56200 CMCSA @ 6
73900 BA @ 8.24
40800 C @ 6.44
2400 AAPL @ 3.88
70800 BBBY @ 2.14
97600 CMCSA @ 2.1
9300 BBBY @ 6.55
54800 C @ 1.6
80900 CSCO @ 2.32
65800 CAT @ 5.68
62800 CAT @ 5.71
91000 BBBY @ 8
22200 C @ 4.21
69400 CSCO @ 3.16
67600 AAPL @ 3.91
46400 AA @ 1.03
45000 BAC @ 5.2
7000 BAC @ 7.06
76800 AAPL @ 8.4
64400 CSCO @ 5.52
79600 CAT @ 6.91
44600 CMCSA @ 5.14
67600 BAC @ 3.26
70400 CSCO @ 7.44
40300 AA @ 5.35
94500 AAPL @ 1.84
70700 BBBY @ 4.16
79200 BBBY @ 2.08
97600 CMCSA @ 9.5
21300 AAPL @ 7.35
42700 BAC @ 5.8
7600 AA @ 4.45
85700 AAPL @ 5.8
6800 BAC @ 9.94
76400 C @ 1.3
69300 CSCO @ 7.76
82800 BA @ 5.78
25100 BBBY @ 2.16
43800 CSCO @ 3.69
54300 CMCSA @ 5.56
20600 BBBY @ 7
91800 CSCO @ 2.61
40900 BBBY @ 7.75
4800 BBBY @ 1.66
81500 BBBY @ 6.3
71000 CSCO @ 2.41
42100 BBBY @ 4.25
25300 CSCO @ 5.05
10300 AA @ 3
71800 BA @ 2.8
20000 BA @ 8.68
2300 AAPL @ 8.85
49100 AA @ 5.5
96300 AAPL @ 1.92
28800 CAT @ 9.4
13400 C @ 5.3
33500 AA @ 7.12
95900 AAPL @ 7.47
6600 CAT @ 8.2
19800 BAC @ 7.48
62500 AAPL @ 9.95
72000 BA @ 9.04
45900 BA @ 7.12
69500 C @ 6.15
10700 CAT @ 4
3600 CSCO @ 9.72
16500 BAC @ 3.25
61200 CSCO @ 8.48
66100 BAC @ 2.79
78800 CSCO @ 5.42
10000 CSCO @ 6.94
37500 C @ 7.16
92700 C @ 1.45
66900 CMCSA @ 2.36
82700 BA @ 5.5
64100 BA @ 9.43
18900 CAT @ 8.36
66700 AA @ 5.8
12000 BBBY @ 6.13
52600 CMCSA @ 3.76
97300 AA @ 3.04
68500 BA @ 9.94
56000 CSCO @ 3.7
39200 BAC @ 7.6
5400 CAT @ 9.15
36900 BAC @ 4
59600 CSCO @ 6.6
58400 BBBY @ 9.91
99100 BA @ 4.36
31900 AA @ 9.66
43500 BAC @ 1.75
99100 AA @ 7
49900 C @ 1.64
11800 CMCSA @ 9.9
91400 CAT @ 3.4
63200 BA @ 9.64
86700 BAC @ 7.96
74200 CAT @ 3.24
48300 BA @ 5.16
3200 AAPL @ 9.2
59000 BAC @ 4.3
79600 C @ 5.41
58600 BBBY @ 6.36
100000 BBBY @ 8.3
63200 AA @ 5.92
45900 CAT @ 7.75
90600 CMCSA @ 9.23
98500 CMCSA @ 6.85
71800 CSCO @ 2.35
96200 AAPL @ 7.2
65700 CAT @ 8.89
19300 BA @ 7.44
87000 CSCO @ 9.4
82700 CMCSA @ 1.75
64700 C @ 3.52
6600 BBBY @ 3.85
71700 AAPL @ 5.24
79100 CSCO @ 3.84
16900 BA @ 1.65
2800 CAT @ 4.72
39800 BAC @ 6.88
16400 AAPL @ 7.85
70100 CSCO @ 5.28
95900 BAC @ 3.73
21000 CMCSA @ 5.32
68600 CMCSA @ 9.29
27600 C @ 7.29
28600 CSCO @ 5.36
80800 BA @ 9.64
49700 CSCO @ 9.79
35900 CSCO @ 3.51
23600 CSCO @ 5.25
91800 BAC @ 1.34
20200 CMCSA @ 7.99
47900 C @ 6.16
35700 CSCO @ 8.02
28900 AAPL @ 9.64
78200 BA @ 2.86
45600 CSCO @ 2.62
47000 CMCSA @ 2.59
93500 BAC @ 1.44
97300 CSCO @ 4
33200 BBBY @ 2.53
72900 CSCO @ 3.11
2800 CMCSA @ 4.81
13500 BA @ 9.9
52500 BA @ 6.85
5000 C @ 2.64
26000 AA @ 7.48
29800 BBBY @ 4.46
80400 BA @ 7.24
36400 BBBY @ 7.12
46600 CAT @ 3.7
6000 AAPL @ 9.28
73000 BAC @ 4.52
80500 CAT @ 9.64
33100 AAPL @ 2.67
61500 C @ 4.3
38900 AAPL @ 4.16
89000 AAPL @ 5.94
95700 CMCSA @ 3.79
64700 BBBY @ 8.02
83700 C @ 5
38900 CAT @ 7.36
83300 BBBY @ 3
21900 AA @ 5.12
39100 AA @ 9.52
15700 CSCO @ 1
7300 AAPL @ 8.6
50700 BA @ 5.93
58600 BAC @ 2.32
10200 BAC @ 2.21
83900 AAPL @ 8.88
23800 CAT @ 9.01
44300 AAPL @ 8.53
78400 CMCSA @ 3.22
60600 CAT @ 2.44
70400 CSCO @ 2.68
38900 AAPL @ 7.44
46500 AAPL @ 9.3
85900 BAC @ 6.83
80700 C @ 7.92
80800 CSCO @ 9.35
5900 CAT @ 5.32
45800 AAPL @ 2.05
29200 C @ 3.97
29300 CSCO @ 9.79
37500 CSCO @ 7.48
24700 CMCSA @ 8.2
53900 CSCO @ 7.9
79800 CMCSA @ 6.25
28900 CAT @ 4
93100 CAT @ 2.52
37700 CSCO @ 2.85
20100 AAPL @ 8.42
50200 C @ 5.56
76800 C @ 1.92
69300 BAC @ 5.18
46500 C @ 3.17
86400 C @ 1.5
58500 CSCO @ 5.5
90900 C @ 2.2
71000 BA @ 5.7
59800 BBBY @ 2.08
93100 CMCSA @ 8.02
56900 C @ 7.6
74600 AAPL @ 7.75
72500 CSCO @ 8.79
81200 BBBY @ 9.42
22900 CSCO @ 7.6
15500 C @ 7.8
62900 CMCSA @ 4.69
60600 CAT @ 1.94
29800 CSCO @ 9.12
12500 CMCSA @ 4.18
18800 C @ 8.4
58900 CMCSA @ 9.31
66500 BBBY @ 5.74
71800 BAC @ 1.48
53200 CMCSA @ 2.62
62300 C @ 2.5
97000 BAC @ 8.44
20100 C @ 2.28
28900 CAT @ 6.85
46700 AA @ 2.65
3800 C @ 8.08
68800 CMCSA @ 4.4
51300 BBBY @ 9.56
19900 CAT @ 3.34
70500 AA @ 8.1
83200 C @ 8.51
72200 BA @ 8.5
13500 BA @ 4.78
46200 CSCO @ 2.98
41600 CMCSA @ 9.4
5900 CAT @ 7.38
94700 CAT @ 8.2
48800 BA @ 9.01
57400 BAC @ 2.72
46800 BBBY @ 8.5
11400 CMCSA @ 4.93
71900 BAC @ 2.48
33800 CAT @ 8.08
10500 CSCO @ 1.12
12500 CMCSA @ 2.09
53600 AAPL @ 8.52
31700 C @ 2.18
52500 AAPL @ 5.04
41600 BBBY @ 6.6
85100 C @ 8.92
43300 CMCSA @ 4.4
35000 C @ 3.5
97200 BAC @ 9.4
52700 CAT @ 2.77
26900 CMCSA @ 6.72
82900 CAT @ 6.63
75600 AAPL @ 6.67
23100 CAT @ 1.26
46900 AA @ 1
59000 AA @ 2.92
26500 BAC @ 6.67
34000 BAC @ 5.2
30300 AA @ 9.7
44200 C @ 3.1
81100 BBBY @ 6.34
64500 BBBY @ 5.98
13200 CSCO @ 7.38
72000 C @ 9.67
48200 CAT @ 9.49
90100 BA @ 8.05
57300 AA @ 1.76
58400 CAT @ 8.95
74300 AAPL @ 1.04
18200 CSCO @ 6.4
69100 BA @ 9.73
86600 BAC @ 9.52
5200 C @ 1.11
80700 CSCO @ 5.38
48800 AA @ 8.48
55000 CSCO @ 2.8
33300 CAT @ 9.85
36800 AAPL @ 3
5000 CAT @ 2.41
41800 BA @ 2.82
12500 CMCSA @ 7.39
41500 AA @ 2.26
82800 BBBY @ 8.2
19000 AA @ 7.88
93500 BA @ 5.56
99600 BBBY @ 4.96
86400 C @ 1.8
80800 BAC @ 2.84
20700 BBBY @ 3.3
24200 AA @ 9.34
55200 AA @ 2.92
27600 CMCSA @ 2.2
43100 CAT @ 2.4
96000 AA @ 1.6
69700 C @ 1.92
72800 BAC @ 6.52
67000 C @ 4.6
13000 BAC @ 6.97
64000 CMCSA @ 2.7
47700 AAPL @ 5.11
59600 CSCO @ 8.3
50700 BAC @ 9.52
60600 CMCSA @ 5.5
18000 AAPL @ 1.96
2500 CAT @ 2.55
55000 BBBY @ 3.6
3700 CSCO @ 9.2
37600 BBBY @ 2.56
25200 CMCSA @ 3.26
95700 C @ 3.43
27300 CAT @ 8.07
4700 BA @ 3.68
55300 BA @ 6.25
60500 CMCSA @ 7.88
82600 AAPL @ 8.16
28300 BA @ 7.1
93500 AAPL @ 6.52
60800 BA @ 5.47
60700 CAT @ 8.2
85300 AA @ 1.94
88200 AA @ 4.42
88300 AAPL @ 6
61600 CSCO @ 2
37200 C @ 5.94
4700 CMCSA @ 9.5
82900 CMCSA @ 3.7
36400 CSCO @ 4.98
40800 CMCSA @ 5.31
31400 BA @ 2.22
43100 CAT @ 5.5
10800 CSCO @ 2.12
87200 BA @ 1
39500 BAC @ 7.5
30200 CMCSA @ 8.46
48600 CAT @ 5.98
96000 CMCSA @ 8.74
3300 C @ 7.78
65100 CSCO @ 6
62800 C @ 3.96
22800 BBBY @ 2.68
74100 AA @ 9.37
95400 AAPL @ 8
70600 CSCO @ 9.84
81100 CMCSA @ 2.8
3100 BBBY @ 6.5
67300 AA @ 9.73
14300 BAC @ 9.64
36000 BBBY @ 1.75
67700 BA @ 1.54
20000 C @ 2.53
39900 CMCSA @ 6.04
53000 CSCO @ 5
74000 C @ 1.22
53600 BAC @ 2.6
21000 CAT @ 3.85
69800 BBBY @ 8.2
89700 C @ 5.96
57100 AAPL @ 2.02
50000 CSCO @ 4.3
70000 BA @ 8.4
75300 CSCO @ 9.28
43500 AAPL @ 4.87
93800 AA @ 1
75300 AAPL @ 4.45
25200 BAC @ 3.54
40000 BAC @ 1.96
19300 CAT @ 9.39
27900 C @ 5.56
80700 CAT @ 4.98
75700 BAC @ 7.81
96300 CSCO @ 6.76
79800 BAC @ 7.82
91700 BA @ 1.66
87900 AAPL @ 8.49
55600 BBBY @ 7.39
73000 BA @ 3.4
83000 BAC @ 9.25
48900 BAC @ 4.6
87400 BA @ 3.2
10500 CAT @ 4.6
68800 BAC @ 6.32
13500 BBBY @ 1.08
85700 CMCSA @ 2.74
90800 AAPL @ 3.1
7900 CSCO @ 3.01
87900 AA @ 7.96
79600 BBBY @ 7.06
70100 CAT @ 7.68
47400 C @ 6.96
12000 AA @ 4.76
65200 CSCO @ 1.4
4400 CSCO @ 7.4
5900 CMCSA @ 4.96
86300 C @ 5.36
41900 C @ 9.3
65900 BBBY @ 8.65
28600 CSCO @ 4.68
39000 AA @ 2.65
54500 CSCO @ 7.1
64200 AA @ 9.82
59000 CSCO @ 3.63
28800 CAT @ 7.48
54800 BBBY @ 9.7
5000 CSCO @ 4
22500 BBBY @ 3.47
69700 AA @ 5.77
29100 BAC @ 7.66
57400 CMCSA @ 3.6
56000 CSCO @ 4.42
16100 C @ 7.32
36100 BA @ 2.8
54500 CMCSA @ 9.25
32800 CMCSA @ 3.22
31100 BAC @ 5.81
24200 CSCO @ 6.18
24200 BBBY @ 1.72
27800 C @ 5.62
37700 BBBY @ 2.52
51800 CMCSA @ 1.84
11000 BAC @ 5.36
63400 AAPL @ 5.86
99900 BAC @ 2.12
13600 CAT @ 7.75
9400 CAT @ 1
46800 AAPL @ 9.15
57400 CSCO @ 9.37
69900 BAC @ 7.93
43500 AAPL @ 1.35
18000 BBBY @ 7.3
33100 CSCO @ 3.1
2300 CSCO @ 9.28
99600 BA @ 3.27
33200 BAC @ 1.56
12300 BA @ 3.64
3200 C @ 4.14
20000 CAT @ 3.23
75200 BAC @ 7.18
53600 C @ 4.74
57600 BA @ 2.5
97600 AA @ 7.36
15400 CMCSA @ 8.8
70500 AAPL @ 4.78
51500 AAPL @ 5.98
44800 C @ 8.34
11900 BBBY @ 8.57
28800 C @ 9.02
74300 BBBY @ 7.35
74300 AA @ 1.43
60400 BA @ 2.7
52900 CAT @ 6.42
27100 CAT @ 5.05
5200 CSCO @ 1.8
51700 AA @ 1.56
75000 BAC @ 3.88
85700 BAC @ 8.05
2200 CMCSA @ 1.45
69100 AA @ 1.75
60800 CMCSA @ 4.06
3200 CMCSA @ 5.52
22900 C @ 7.35
87300 CSCO @ 5.32
93900 CSCO @ 6.82
20500 BBBY @ 9.73
69200 AA @ 2.8
15400 C @ 1.36
60500 C @ 5.5
91700 CMCSA @ 6.22
5700 AAPL @ 1.6
71800 AAPL @ 1
